model,step,seed,entropy_bits
Gemini 2.5 Pro,5,13,0.0
Gemini 2.5 Pro,6,13,0.0
Gemini 2.5 Pro,7,13,0.0
Gemini 2.5 Pro,8,13,0.0
Gemini 2.5 Pro,9,13,0.0
Gemini 2.5 Pro,10,13,0.0
Gemini 2.5 Pro,1,14,4.392317422778761
Gemini 2.5 Pro,2,14,3.0
Gemini 2.5 Pro,3,14,2.0
Gemini 2.5 Pro,4,14,1.584962500721156
Gemini 2.5 Pro,5,14,1.0
Gemini 2.5 Pro,6,14,0.0
Gemini 2.5 Pro,7,14,0.0
Gemini 2.5 Pro,8,14,0.0
Gemini 2.5 Pro,9,14,0.0
Gemini 2.5 Pro,10,14,0.0
Gemini 2.5 Pro,1,15,4.523561956057013
Gemini 2.5 Pro,2,15,3.0
Gemini 2.5 Pro,3,15,1.0
Gemini 2.5 Pro,4,15,0.0
Gemini 2.5 Pro,5,15,0.0
Gemini 2.5 Pro,6,15,0.0
Gemini 2.5 Pro,7,15,0.0
Gemini 2.5 Pro,8,15,0.0
Gemini 2.5 Pro,9,15,0.0
Gemini 2.5 Pro,10,15,0.0
Gemini 2.5 Pro,1,16,4.459431618637297
Gemini 2.5 Pro,2,16,3.0
Gemini 2.5 Pro,3,16,1.584962500721156
Gemini 2.5 Pro,4,16,1.0
Gemini 2.5 Pro,5,16,0.0
Gemini 2.5 Pro,6,16,0.0
Gemini 2.5 Pro,7,16,0.0
Gemini 2.5 Pro,8,16,0.0
Gemini 2.5 Pro,9,16,0.0
Gemini 2.5 Pro,10,16,0.0
Gemini 2.5 Pro,1,17,4.459431618637297
Gemini 2.5 Pro,2,17,2.584962500721156
Gemini 2.5 Pro,3,17,1.584962500721156
Gemini 2.5 Pro,4,17,1.0
Gemini 2.5 Pro,5,17,0.0
Gemini 2.5 Pro,6,17,0.0
Gemini 2.5 Pro,7,17,0.0
Gemini 2.5 Pro,8,17,0.0
Gemini 2.5 Pro,9,17,0.0
Gemini 2.5 Pro,10,17,0.0
Gemini 2.5 Pro,1,18,4.321928094887363
Gemini 2.5 Pro,2,18,2.807354922057604
Gemini 2.5 Pro,3,18,1.584962500721156
Gemini 2.5 Pro,4,18,1.0
Gemini 2.5 Pro,5,18,0.0
Gemini 2.5 Pro,6,18,0.0
Gemini 2.5 Pro,7,18,0.0
Gemini 2.5 Pro,8,18,0.0
Gemini 2.5 Pro,9,18,0.0
Gemini 2.5 Pro,10,18,0.0
Gemini 2.5 Pro,1,19,4.584962500721156
Gemini 2.5 Pro,2,19,2.807354922057604
Gemini 2.5 Pro,3,19,2.321928094887362
Gemini 2.5 Pro,4,19,2.0
Gemini 2.5 Pro,5,19,1.0
Gemini 2.5 Pro,6,19,0.0
Gemini 2.5 Pro,7,19,0.0
Gemini 2.5 Pro,8,19,0.0
Gemini 2.5 Pro,9,19,0.0
Gemini 2.5 Pro,10,19,0.0
Gemini 2.5 Pro,1,20,4.459431618637297
Gemini 2.5 Pro,2,20,3.0
Gemini 2.5 Pro,3,20,1.0
Gemini 2.5 Pro,4,20,0.0
Gemini 2.5 Pro,5,20,0.0
Gemini 2.5 Pro,6,20,0.0
Gemini 2.5 Pro,7,20,0.0
Gemini 2.5 Pro,8,20,0.0
Gemini 2.5 Pro,9,20,0.0
Gemini 2.5 Pro,10,20,0.0
Gemini 2.5 Pro,1,21,4.523561956057013
Gemini 2.5 Pro,2,21,3.169925001442312
Gemini 2.5 Pro,3,21,1.584962500721156
Gemini 2.5 Pro,4,21,1.0
Gemini 2.5 Pro,5,21,0.0
Gemini 2.5 Pro,6,21,0.0
Gemini 2.5 Pro,7,21,0.0
Gemini 2.5 Pro,8,21,0.0
Gemini 2.5 Pro,9,21,0.0
Gemini 2.5 Pro,10,21,0.0
Gemini 2.5 Pro,1,22,4.459431618637297
Gemini 2.5 Pro,2,22,3.169925001442312
Gemini 2.5 Pro,3,22,1.584962500721156
Gemini 2.5 Pro,4,22,1.0
Gemini 2.5 Pro,5,22,0.0
Gemini 2.5 Pro,6,22,0.0
Gemini 2.5 Pro,7,22,0.0
Gemini 2.5 Pro,8,22,0.0
Gemini 2.5 Pro,9,22,0.0
Gemini 2.5 Pro,10,22,0.0
Gemini 2.5 Pro,1,23,4.459431618637297
Gemini 2.5 Pro,2,23,3.321928094887362
Gemini 2.5 Pro,3,23,1.584962500721156
Gemini 2.5 Pro,4,23,1.0
Gemini 2.5 Pro,5,23,0.0
Gemini 2.5 Pro,6,23,0.0
Gemini 2.5 Pro,7,23,0.0
Gemini 2.5 Pro,8,23,0.0
Gemini 2.5 Pro,9,23,0.0
Gemini 2.5 Pro,10,23,0.0
Gemini 2.5 Pro,1,24,4.459431618637297
Gemini 2.5 Pro,2,24,3.169925001442312
Gemini 2.5 Pro,3,24,2.0
Gemini 2.5 Pro,4,24,1.584962500721156
Gemini 2.5 Pro,5,24,1.0
Gemini 2.5 Pro,6,24,0.0
Gemini 2.5 Pro,7,24,0.0
Gemini 2.5 Pro,8,24,0.0
Gemini 2.5 Pro,9,24,0.0
Gemini 2.5 Pro,10,24,0.0
Gemini 2.5 Pro,1,25,4.169925001442312
Gemini 2.5 Pro,2,25,2.584962500721156
Gemini 2.5 Pro,3,25,1.584962500721156
Gemini 2.5 Pro,4,25,1.0
Gemini 2.5 Pro,5,25,0.0
Gemini 2.5 Pro,6,25,0.0
Gemini 2.5 Pro,7,25,0.0
Gemini 2.5 Pro,8,25,0.0
Gemini 2.5 Pro,9,25,0.0
Gemini 2.5 Pro,10,25,0.0
Gemini 2.5 Pro,1,26,4.459431618637297
Gemini 2.5 Pro,2,26,3.169925001442312
Gemini 2.5 Pro,3,26,1.584962500721156
Gemini 2.5 Pro,4,26,1.0
Gemini 2.5 Pro,5,26,0.0
Gemini 2.5 Pro,6,26,0.0
Gemini 2.5 Pro,7,26,0.0
Gemini 2.5 Pro,8,26,0.0
Gemini 2.5 Pro,9,26,0.0
Gemini 2.5 Pro,10,26,0.0
Gemini 2.5 Pro,1,27,4.459431618637297
Gemini 2.5 Pro,2,27,3.169925001442312
Gemini 2.5 Pro,3,27,2.0
Gemini 2.5 Pro,4,27,1.584962500721156
Gemini 2.5 Pro,5,27,1.0
Gemini 2.5 Pro,6,27,0.0
Gemini 2.5 Pro,7,27,0.0
Gemini 2.5 Pro,8,27,0.0
Gemini 2.5 Pro,9,27,0.0
Gemini 2.5 Pro,10,27,0.0
Gemini 2.5 Pro,1,28,4.321928094887363
Gemini 2.5 Pro,2,28,3.169925001442312
Gemini 2.5 Pro,3,28,1.584962500721156
Gemini 2.5 Pro,4,28,1.0
Gemini 2.5 Pro,5,28,0.0
Gemini 2.5 Pro,6,28,0.0
Gemini 2.5 Pro,7,28,0.0
Gemini 2.5 Pro,8,28,0.0
Gemini 2.5 Pro,9,28,0.0
Gemini 2.5 Pro,10,28,0.0
Gemini 2.5 Pro,1,29,4.523561956057013
Gemini 2.5 Pro,2,29,2.807354922057604
Gemini 2.5 Pro,3,29,2.0
Gemini 2.5 Pro,4,29,1.584962500721156
Gemini 2.5 Pro,5,29,1.0
Gemini 2.5 Pro,6,29,0.0
Gemini 2.5 Pro,7,29,0.0
Gemini 2.5 Pro,8,29,0.0
Gemini 2.5 Pro,9,29,0.0
Gemini 2.5 Pro,10,29,0.0
Gemini 2.5 Pro,1,30,4.459431618637297
Gemini 2.5 Pro,2,30,3.169925001442312
Gemini 2.5 Pro,3,30,1.584962500721156
Gemini 2.5 Pro,4,30,1.0
Gemini 2.5 Pro,5,30,0.0
Gemini 2.5 Pro,6,30,0.0
Gemini 2.5 Pro,7,30,0.0
Gemini 2.5 Pro,8,30,0.0
Gemini 2.5 Pro,9,30,0.0
Gemini 2.5 Pro,10,30,0.0
Grok 4,1,1,4.392317422778761
Grok 4,2,1,3.0
Grok 4,3,1,2.321928094887362
Grok 4,4,1,1.584962500721156
Grok 4,5,1,1.0
Grok 4,6,1,0.0
Grok 4,7,1,0.0
Grok 4,8,1,0.0
Grok 4,9,1,0.0
Grok 4,10,1,0.0
Grok 4,1,2,4.459431618637297
Grok 4,2,2,3.169925001442312
Grok 4,3,2,2.0
Grok 4,4,2,1.584962500721156
Grok 4,5,2,1.0
Grok 4,6,2,0.0
Grok 4,7,2,0.0
Grok 4,8,2,0.0
Grok 4,9,2,0.0
Grok 4,10,2,0.0
Grok 4,1,3,4.523561956057013
Grok 4,2,3,3.169925001442312
Grok 4,3,3,2.321928094887362
Grok 4,4,3,1.584962500721156
Grok 4,5,3,1.0
Grok 4,6,3,0.0
Grok 4,7,3,0.0
Grok 4,8,3,0.0
Grok 4,9,3,0.0
Grok 4,10,3,0.0
Grok 4,1,4,4.523561956057013
Grok 4,2,4,3.584962500721156
Grok 4,3,4,2.0
Grok 4,4,4,1.584962500721156
Grok 4,5,4,1.0
Grok 4,6,4,0.0
Grok 4,7,4,0.0
Grok 4,8,4,0.0
Grok 4,9,4,0.0
Grok 4,10,4,0.0
Grok 4,1,5,4.523561956057013
Grok 4,2,5,2.584962500721156
Grok 4,3,5,2.0
Grok 4,4,5,1.584962500721156
Grok 4,5,5,1.0
Grok 4,6,5,0.0
Grok 4,7,5,0.0
Grok 4,8,5,0.0
Grok 4,9,5,0.0
Grok 4,10,5,0.0
Grok 4,1,6,4.523561956057013
Grok 4,2,6,3.584962500721156
Grok 4,3,6,1.584962500721156
Grok 4,4,6,1.0
Grok 4,5,6,0.0
Grok 4,6,6,0.0
Grok 4,7,6,0.0
Grok 4,8,6,0.0
Grok 4,9,6,0.0
Grok 4,10,6,0.0
Grok 4,1,7,4.321928094887363
Grok 4,2,7,3.0
Grok 4,3,7,2.321928094887362
Grok 4,4,7,2.0
Grok 4,5,7,1.0
Grok 4,6,7,0.0
Grok 4,7,7,0.0
Grok 4,8,7,0.0
Grok 4,9,7,0.0
Grok 4,10,7,0.0
Grok 4,1,8,4.459431618637297
Grok 4,2,8,3.321928094887362
Grok 4,3,8,2.321928094887362
Grok 4,4,8,1.584962500721156
Grok 4,5,8,1.0
Grok 4,6,8,0.0
Grok 4,7,8,0.0
Grok 4,8,8,0.0
Grok 4,9,8,0.0
Grok 4,10,8,0.0
Grok 4,1,9,4.523561956057013
Grok 4,2,9,3.0
Grok 4,3,9,2.321928094887362
Grok 4,4,9,1.584962500721156
Grok 4,5,9,1.0
Grok 4,6,9,0.0
Grok 4,7,9,0.0
Grok 4,8,9,0.0
Grok 4,9,9,0.0
Grok 4,10,9,0.0
Grok 4,1,10,4.523561956057013
Grok 4,2,10,3.169925001442312
Grok 4,3,10,2.0
Grok 4,4,10,1.584962500721156
Grok 4,5,10,1.0
Grok 4,6,10,0.0
Grok 4,7,10,0.0
Grok 4,8,10,0.0
Grok 4,9,10,0.0
Grok 4,10,10,0.0
Grok 4,1,11,4.392317422778761
Grok 4,2,11,3.321928094887362
Grok 4,3,11,2.321928094887362
Grok 4,4,11,1.584962500721156
Grok 4,5,11,1.0
Grok 4,6,11,0.0
Grok 4,7,11,0.0
Grok 4,8,11,0.0
Grok 4,9,11,0.0
Grok 4,10,11,0.0
Grok 4,1,12,4.459431618637297
Grok 4,2,12,3.0
Grok 4,3,12,2.321928094887362
Grok 4,4,12,2.0
Grok 4,5,12,0.0
Grok 4,6,12,0.0
Grok 4,7,12,0.0
Grok 4,8,12,0.0
Grok 4,9,12,0.0
Grok 4,10,12,0.0
Grok 4,1,13,4.392317422778761
Grok 4,2,13,3.321928094887362
Grok 4,3,13,2.0
Grok 4,4,13,1.584962500721156
Grok 4,5,13,1.0
Grok 4,6,13,0.0
Grok 4,7,13,0.0
Grok 4,8,13,0.0
Grok 4,9,13,0.0
Grok 4,10,13,0.0
Grok 4,1,14,4.321928094887363
Grok 4,2,14,3.0
Grok 4,3,14,2.0
Grok 4,4,14,1.584962500721156
Grok 4,5,14,1.0
Grok 4,6,14,0.0
Grok 4,7,14,0.0
Grok 4,8,14,0.0
Grok 4,9,14,0.0
Grok 4,10,14,0.0
Grok 4,1,15,4.392317422778761
Grok 4,2,15,3.169925001442312
Grok 4,3,15,2.0
Grok 4,4,15,1.584962500721156
Grok 4,5,15,1.0
Grok 4,6,15,0.0
Grok 4,7,15,0.0
Grok 4,8,15,0.0
Grok 4,9,15,0.0
Grok 4,10,15,0.0
Grok 4,1,16,4.584962500721156
Grok 4,2,16,3.4594316186372973
Grok 4,3,16,2.0
Grok 4,4,16,1.584962500721156
Grok 4,5,16,1.0
Grok 4,6,16,0.0
Grok 4,7,16,0.0
Grok 4,8,16,0.0
Grok 4,9,16,0.0
Grok 4,10,16,0.0
Grok 4,1,17,4.392317422778761
Grok 4,2,17,3.0
Grok 4,3,17,2.321928094887362
Grok 4,4,17,1.584962500721156
Grok 4,5,17,1.0
Grok 4,6,17,0.0
Grok 4,7,17,0.0
Grok 4,8,17,0.0
Grok 4,9,17,0.0
Grok 4,10,17,0.0
Grok 4,1,18,4.459431618637297
Grok 4,2,18,3.169925001442312
Grok 4,3,18,2.321928094887362
Grok 4,4,18,2.0
Grok 4,5,18,1.0
Grok 4,6,18,0.0
Grok 4,7,18,0.0
Grok 4,8,18,0.0
Grok 4,9,18,0.0
Grok 4,10,18,0.0
Grok 4,1,19,4.459431618637297
Grok 4,2,19,3.321928094887362
Grok 4,3,19,2.321928094887362
Grok 4,4,19,1.584962500721156
Grok 4,5,19,1.0
Grok 4,6,19,0.0
Grok 4,7,19,0.0
Grok 4,8,19,0.0
Grok 4,9,19,0.0
Grok 4,10,19,0.0
Grok 4,1,20,4.392317422778761
Grok 4,2,20,3.0
Grok 4,3,20,2.321928094887362
Grok 4,4,20,2.0
Grok 4,5,20,0.0
Grok 4,6,20,0.0
Grok 4,7,20,0.0
Grok 4,8,20,0.0
Grok 4,9,20,0.0
Grok 4,10,20,0.0
Grok 4,1,21,4.523561956057013
Grok 4,2,21,3.169925001442312
Grok 4,3,21,2.321928094887362
Grok 4,4,21,1.584962500721156
Grok 4,5,21,1.0
Grok 4,6,21,0.0
Grok 4,7,21,0.0
Grok 4,8,21,0.0
Grok 4,9,21,0.0
Grok 4,10,21,0.0
Grok 4,1,22,4.523561956057013
Grok 4,2,22,3.4594316186372973
Grok 4,3,22,2.321928094887362
Grok 4,4,22,1.584962500721156
Grok 4,5,22,1.0
Grok 4,6,22,0.0
Grok 4,7,22,0.0
Grok 4,8,22,0.0
Grok 4,9,22,0.0
Grok 4,10,22,0.0
Grok 4,1,23,4.392317422778761
Grok 4,2,23,3.169925001442312
Grok 4,3,23,2.321928094887362
Grok 4,4,23,2.0
Grok 4,5,23,1.0
Grok 4,6,23,0.0
Grok 4,7,23,0.0
Grok 4,8,23,0.0
Grok 4,9,23,0.0
Grok 4,10,23,0.0
Grok 4,1,24,4.392317422778761
Grok 4,2,24,3.584962500721156
Grok 4,3,24,2.321928094887362
Grok 4,4,24,2.0
Grok 4,5,24,1.584962500721156
Grok 4,6,24,1.0
Grok 4,7,24,0.0
Grok 4,8,24,0.0
Grok 4,9,24,0.0
Grok 4,10,24,0.0
Grok 4,1,25,4.584962500721156
Grok 4,2,25,3.321928094887362
Grok 4,3,25,2.321928094887362
Grok 4,4,25,2.0
Grok 4,5,25,1.0
Grok 4,6,25,0.0
Grok 4,7,25,0.0
Grok 4,8,25,0.0
Grok 4,9,25,0.0
Grok 4,10,25,0.0
Grok 4,1,26,4.392317422778761
Grok 4,2,26,3.321928094887362
Grok 4,3,26,2.321928094887362
Grok 4,4,26,2.0
Grok 4,5,26,1.0
Grok 4,6,26,0.0
Grok 4,7,26,0.0
Grok 4,8,26,0.0
Grok 4,9,26,0.0
Grok 4,10,26,0.0
Grok 4,1,27,4.321928094887363
Grok 4,2,27,2.807354922057604
Grok 4,3,27,2.321928094887362
Grok 4,4,27,1.584962500721156
Grok 4,5,27,1.0
Grok 4,6,27,0.0
Grok 4,7,27,0.0
Grok 4,8,27,0.0
Grok 4,9,27,0.0
Grok 4,10,27,0.0
Grok 4,1,28,4.584962500721156
Grok 4,2,28,3.321928094887362
Grok 4,3,28,2.321928094887362
Grok 4,4,28,1.584962500721156
Grok 4,5,28,1.0
Grok 4,6,28,0.0
Grok 4,7,28,0.0
Grok 4,8,28,0.0
Grok 4,9,28,0.0
Grok 4,10,28,0.0
Grok 4,1,29,4.392317422778761
Grok 4,2,29,3.169925001442312
Grok 4,3,29,2.321928094887362
Grok 4,4,29,1.584962500721156
Grok 4,5,29,1.0
Grok 4,6,29,0.0
Grok 4,7,29,0.0
Grok 4,8,29,0.0
Grok 4,9,29,0.0
Grok 4,10,29,0.0
Grok 4,1,30,4.321928094887363
Grok 4,2,30,3.321928094887362
Grok 4,3,30,2.321928094887362
Grok 4,4,30,1.584962500721156
Grok 4,5,30,1.0
Grok 4,6,30,0.0
Grok 4,7,30,0.0
Grok 4,8,30,0.0
Grok 4,9,30,0.0
Grok 4,10,30,0.0
Oracle (Optimal),1,1,4.459431618637297
Oracle (Optimal),2,1,2.0
Oracle (Optimal),3,1,1.0
Oracle (Optimal),4,1,0.0
Oracle (Optimal),5,1,0.0
Oracle (Optimal),6,1,0.0
Oracle (Optimal),7,1,0.0
Oracle (Optimal),8,1,0.0
Oracle (Optimal),9,1,0.0
Oracle (Optimal),10,1,0.0
Oracle (Optimal),1,2,4.321928094887363
Oracle (Optimal),2,2,2.0
Oracle (Optimal),3,2,1.0
Oracle (Optimal),4,2,0.0
Oracle (Optimal),5,2,0.0
Oracle (Optimal),6,2,0.0
Oracle (Optimal),7,2,0.0
Oracle (Optimal),8,2,0.0
Oracle (Optimal),9,2,0.0
Oracle (Optimal),10,2,0.0
Oracle (Optimal),1,3,4.321928094887363
Oracle (Optimal),2,3,1.584962500721156
Oracle (Optimal),3,3,1.0
Oracle (Optimal),4,3,0.0
Oracle (Optimal),5,3,0.0
Oracle (Optimal),6,3,0.0
Oracle (Optimal),7,3,0.0
Oracle (Optimal),8,3,0.0
Oracle (Optimal),9,3,0.0
Oracle (Optimal),10,3,0.0
Oracle (Optimal),1,4,4.392317422778761
Oracle (Optimal),2,4,2.0
Oracle (Optimal),3,4,1.0
Oracle (Optimal),4,4,0.0
Oracle (Optimal),5,4,0.0
Oracle (Optimal),6,4,0.0
Oracle (Optimal),7,4,0.0
Oracle (Optimal),8,4,0.0
Oracle (Optimal),9,4,0.0
Oracle (Optimal),10,4,0.0
Oracle (Optimal),1,5,4.392317422778761
Oracle (Optimal),2,5,2.321928094887362
Oracle (Optimal),3,5,1.0
Oracle (Optimal),4,5,0.0
Oracle (Optimal),5,5,0.0
Oracle (Optimal),6,5,0.0
Oracle (Optimal),7,5,0.0
Oracle (Optimal),8,5,0.0
Oracle (Optimal),9,5,0.0
Oracle (Optimal),10,5,0.0
Oracle (Optimal),1,6,4.169925001442312
Oracle (Optimal),2,6,2.584962500721156
Oracle (Optimal),3,6,1.0
Oracle (Optimal),4,6,0.0
Oracle (Optimal),5,6,0.0
Oracle (Optimal),6,6,0.0
Oracle (Optimal),7,6,0.0
Oracle (Optimal),8,6,0.0
Oracle (Optimal),9,6,0.0
Oracle (Optimal),10,6,0.0
Oracle (Optimal),1,7,4.321928094887363
Oracle (Optimal),2,7,1.584962500721156
Oracle (Optimal),3,7,1.0
Oracle (Optimal),4,7,0.0
Oracle (Optimal),5,7,0.0
Oracle (Optimal),6,7,0.0
Oracle (Optimal),7,7,0.0
Oracle (Optimal),8,7,0.0
Oracle (Optimal),9,7,0.0
Oracle (Optimal),10,7,0.0
Oracle (Optimal),1,8,4.321928094887363
Oracle (Optimal),2,8,2.321928094887362
Oracle (Optimal),3,8,1.0
Oracle (Optimal),4,8,0.0
Oracle (Optimal),5,8,0.0
Oracle (Optimal),6,8,0.0
Oracle (Optimal),7,8,0.0
Oracle (Optimal),8,8,0.0
Oracle (Optimal),9,8,0.0
Oracle (Optimal),10,8,0.0
Oracle (Optimal),1,9,4.321928094887363
Oracle (Optimal),2,9,1.584962500721156
Oracle (Optimal),3,9,1.0
Oracle (Optimal),4,9,0.0
Oracle (Optimal),5,9,0.0
Oracle (Optimal),6,9,0.0
Oracle (Optimal),7,9,0.0
Oracle (Optimal),8,9,0.0
Oracle (Optimal),9,9,0.0
Oracle (Optimal),10,9,0.0
Oracle (Optimal),1,10,4.087462841250339
Oracle (Optimal),2,10,2.584962500721156
Oracle (Optimal),3,10,1.0
Oracle (Optimal),4,10,0.0
Oracle (Optimal),5,10,0.0
Oracle (Optimal),6,10,0.0
Oracle (Optimal),7,10,0.0
Oracle (Optimal),8,10,0.0
Oracle (Optimal),9,10,0.0
Oracle (Optimal),10,10,0.0
Oracle (Optimal),1,11,4.247927513443585
Oracle (Optimal),2,11,2.584962500721156
Oracle (Optimal),3,11,1.0
Oracle (Optimal),4,11,0.0
Oracle (Optimal),5,11,0.0
Oracle (Optimal),6,11,0.0
Oracle (Optimal),7,11,0.0
Oracle (Optimal),8,11,0.0
Oracle (Optimal),9,11,0.0
Oracle (Optimal),10,11,0.0
Oracle (Optimal),1,12,4.392317422778761
Oracle (Optimal),2,12,1.584962500721156
Oracle (Optimal),3,12,1.0
Oracle (Optimal),4,12,0.0
Oracle (Optimal),5,12,0.0
Oracle (Optimal),6,12,0.0
Oracle (Optimal),7,12,0.0
Oracle (Optimal),8,12,0.0
Oracle (Optimal),9,12,0.0
Oracle (Optimal),10,12,0.0
Oracle (Optimal),1,13,4.247927513443585
Oracle (Optimal),2,13,2.807354922057604
Oracle (Optimal),3,13,1.0
Oracle (Optimal),4,13,0.0
Oracle (Optimal),5,13,0.0
Oracle (Optimal),6,13,0.0
Oracle (Optimal),7,13,0.0
Oracle (Optimal),8,13,0.0
Oracle (Optimal),9,13,0.0
Oracle (Optimal),10,13,0.0
Oracle (Optimal),1,14,4.321928094887363
Oracle (Optimal),2,14,2.584962500721156
Oracle (Optimal),3,14,1.0
Oracle (Optimal),4,14,0.0
Oracle (Optimal),5,14,0.0
Oracle (Optimal),6,14,0.0
Oracle (Optimal),7,14,0.0
Oracle (Optimal),8,14,0.0
Oracle (Optimal),9,14,0.0
Oracle (Optimal),10,14,0.0
Oracle (Optimal),1,15,4.392317422778761
Oracle (Optimal),2,15,2.0
Oracle (Optimal),3,15,1.0
Oracle (Optimal),4,15,0.0
Oracle (Optimal),5,15,0.0
Oracle (Optimal),6,15,0.0
Oracle (Optimal),7,15,0.0
Oracle (Optimal),8,15,0.0
Oracle (Optimal),9,15,0.0
Oracle (Optimal),10,15,0.0
Oracle (Optimal),1,16,4.169925001442312
Oracle (Optimal),2,16,2.321928094887362
Oracle (Optimal),3,16,1.0
Oracle (Optimal),4,16,0.0
Oracle (Optimal),5,16,0.0
Oracle (Optimal),6,16,0.0
Oracle (Optimal),7,16,0.0
Oracle (Optimal),8,16,0.0
Oracle (Optimal),9,16,0.0
Oracle (Optimal),10,16,0.0
Oracle (Optimal),1,17,4.321928094887363
Oracle (Optimal),2,17,2.0
Oracle (Optimal),3,17,1.0
Oracle (Optimal),4,17,0.0
Oracle (Optimal),5,17,0.0
Oracle (Optimal),6,17,0.0
Oracle (Optimal),7,17,0.0
Oracle (Optimal),8,17,0.0
Oracle (Optimal),9,17,0.0
Oracle (Optimal),10,17,0.0
Oracle (Optimal),1,18,4.321928094887363
Oracle (Optimal),2,18,2.321928094887362
Oracle (Optimal),3,18,1.0
Oracle (Optimal),4,18,0.0
Oracle (Optimal),5,18,0.0
Oracle (Optimal),6,18,0.0
Oracle (Optimal),7,18,0.0
Oracle (Optimal),8,18,0.0
Oracle (Optimal),9,18,0.0
Oracle (Optimal),10,18,0.0
Oracle (Optimal),1,19,4.321928094887363
Oracle (Optimal),2,19,2.321928094887362
Oracle (Optimal),3,19,1.0
Oracle (Optimal),4,19,0.0
Oracle (Optimal),5,19,0.0
Oracle (Optimal),6,19,0.0
Oracle (Optimal),7,19,0.0
Oracle (Optimal),8,19,0.0
Oracle (Optimal),9,19,0.0
Oracle (Optimal),10,19,0.0
Oracle (Optimal),1,20,4.392317422778761
Oracle (Optimal),2,20,2.321928094887362
Oracle (Optimal),3,20,1.0
Oracle (Optimal),4,20,0.0
Oracle (Optimal),5,20,0.0
Oracle (Optimal),6,20,0.0
Oracle (Optimal),7,20,0.0
Oracle (Optimal),8,20,0.0
Oracle (Optimal),9,20,0.0
Oracle (Optimal),10,20,0.0
Oracle (Optimal),1,21,4.321928094887363
Oracle (Optimal),2,21,1.584962500721156
Oracle (Optimal),3,21,1.0
Oracle (Optimal),4,21,0.0
Oracle (Optimal),5,21,0.0
Oracle (Optimal),6,21,0.0
Oracle (Optimal),7,21,0.0
Oracle (Optimal),8,21,0.0
Oracle (Optimal),9,21,0.0
Oracle (Optimal),10,21,0.0
Oracle (Optimal),1,22,4.459431618637297
Oracle (Optimal),2,22,2.321928094887362
Oracle (Optimal),3,22,1.0
Oracle (Optimal),4,22,0.0
Oracle (Optimal),5,22,0.0
Oracle (Optimal),6,22,0.0
Oracle (Optimal),7,22,0.0
Oracle (Optimal),8,22,0.0
Oracle (Optimal),9,22,0.0
Oracle (Optimal),10,22,0.0
Oracle (Optimal),1,23,4.247927513443585
Oracle (Optimal),2,23,2.0
Oracle (Optimal),3,23,1.0
Oracle (Optimal),4,23,0.0
Oracle (Optimal),5,23,0.0
Oracle (Optimal),6,23,0.0
Oracle (Optimal),7,23,0.0
Oracle (Optimal),8,23,0.0
Oracle (Optimal),9,23,0.0
Oracle (Optimal),10,23,0.0
Oracle (Optimal),1,24,4.247927513443585
Oracle (Optimal),2,24,2.807354922057604
Oracle (Optimal),3,24,1.0
Oracle (Optimal),4,24,0.0
Oracle (Optimal),5,24,0.0
Oracle (Optimal),6,24,0.0
Oracle (Optimal),7,24,0.0
Oracle (Optimal),8,24,0.0
Oracle (Optimal),9,24,0.0
Oracle (Optimal),10,24,0.0
Oracle (Optimal),1,25,4.321928094887363
Oracle (Optimal),2,25,2.807354922057604
Oracle (Optimal),3,25,1.0
Oracle (Optimal),4,25,0.0
Oracle (Optimal),5,25,0.0
Oracle (Optimal),6,25,0.0
Oracle (Optimal),7,25,0.0
Oracle (Optimal),8,25,0.0
Oracle (Optimal),9,25,0.0
Oracle (Optimal),10,25,0.0
Oracle (Optimal),1,26,4.321928094887363
Oracle (Optimal),2,26,2.321928094887362
Oracle (Optimal),3,26,1.0
Oracle (Optimal),4,26,0.0
Oracle (Optimal),5,26,0.0
Oracle (Optimal),6,26,0.0
Oracle (Optimal),7,26,0.0
Oracle (Optimal),8,26,0.0
Oracle (Optimal),9,26,0.0
Oracle (Optimal),10,26,0.0
Oracle (Optimal),1,27,4.321928094887363
Oracle (Optimal),2,27,1.584962500721156
Oracle (Optimal),3,27,1.0
Oracle (Optimal),4,27,0.0
Oracle (Optimal),5,27,0.0
Oracle (Optimal),6,27,0.0
Oracle (Optimal),7,27,0.0
Oracle (Optimal),8,27,0.0
Oracle (Optimal),9,27,0.0
Oracle (Optimal),10,27,0.0
Oracle (Optimal),1,28,4.392317422778761
Oracle (Optimal),2,28,2.321928094887362
Oracle (Optimal),3,28,1.0
Oracle (Optimal),4,28,0.0
Oracle (Optimal),5,28,0.0
Oracle (Optimal),6,28,0.0
Oracle (Optimal),7,28,0.0
Oracle (Optimal),8,28,0.0
Oracle (Optimal),9,28,0.0
Oracle (Optimal),10,28,0.0
Oracle (Optimal),1,29,4.321928094887363
Oracle (Optimal),2,29,2.0
Oracle (Optimal),3,29,1.0
Oracle (Optimal),4,29,0.0
Oracle (Optimal),5,29,0.0
Oracle (Optimal),6,29,0.0
Oracle (Optimal),7,29,0.0
Oracle (Optimal),8,29,0.0
Oracle (Optimal),9,29,0.0
Oracle (Optimal),10,29,0.0
Oracle (Optimal),1,30,4.459431618637297
Oracle (Optimal),2,30,2.807354922057604
Oracle (Optimal),3,30,1.0
Oracle (Optimal),4,30,0.0
