model,run_id,step,entropy_bits
Gemini 2.5 Pro,13,5,0.0
Gemini 2.5 Pro,13,6,0.0
Gemini 2.5 Pro,13,7,0.0
Gemini 2.5 Pro,13,8,0.0
Gemini 2.5 Pro,13,9,0.0
Gemini 2.5 Pro,13,10,0.0
Gemini 2.5 Pro,14,1,4.392317422778761
Gemini 2.5 Pro,14,2,3.0
Gemini 2.5 Pro,14,3,2.0
Gemini 2.5 Pro,14,4,1.584962500721156
Gemini 2.5 Pro,14,5,1.0
Gemini 2.5 Pro,14,6,0.0
Gemini 2.5 Pro,14,7,0.0
Gemini 2.5 Pro,14,8,0.0
Gemini 2.5 Pro,14,9,0.0
Gemini 2.5 Pro,14,10,0.0
Gemini 2.5 Pro,15,1,4.523561956057013
Gemini 2.5 Pro,15,2,3.0
Gemini 2.5 Pro,15,3,1.0
Gemini 2.5 Pro,15,4,0.0
Gemini 2.5 Pro,15,5,0.0
Gemini 2.5 Pro,15,6,0.0
Gemini 2.5 Pro,15,7,0.0
Gemini 2.5 Pro,15,8,0.0
Gemini 2.5 Pro,15,9,0.0
Gemini 2.5 Pro,15,10,0.0
Gemini 2.5 Pro,16,1,4.459431618637297
Gemini 2.5 Pro,16,2,3.0
Gemini 2.5 Pro,16,3,1.584962500721156
Gemini 2.5 Pro,16,4,1.0
Gemini 2.5 Pro,16,5,0.0
Gemini 2.5 Pro,16,6,0.0
Gemini 2.5 Pro,16,7,0.0
Gemini 2.5 Pro,16,8,0.0
Gemini 2.5 Pro,16,9,0.0
Gemini 2.5 Pro,16,10,0.0
Gemini 2.5 Pro,17,1,4.459431618637297
Gemini 2.5 Pro,17,2,2.584962500721156
Gemini 2.5 Pro,17,3,1.584962500721156
Gemini 2.5 Pro,17,4,1.0
Gemini 2.5 Pro,17,5,0.0
Gemini 2.5 Pro,17,6,0.0
Gemini 2.5 Pro,17,7,0.0
Gemini 2.5 Pro,17,8,0.0
Gemini 2.5 Pro,17,9,0.0
Gemini 2.5 Pro,17,10,0.0
Gemini 2.5 Pro,18,1,4.321928094887363
Gemini 2.5 Pro,18,2,2.807354922057604
Gemini 2.5 Pro,18,3,1.584962500721156
Gemini 2.5 Pro,18,4,1.0
Gemini 2.5 Pro,18,5,0.0
Gemini 2.5 Pro,18,6,0.0
Gemini 2.5 Pro,18,7,0.0
Gemini 2.5 Pro,18,8,0.0
Gemini 2.5 Pro,18,9,0.0
Gemini 2.5 Pro,18,10,0.0
Gemini 2.5 Pro,19,1,4.584962500721156
Gemini 2.5 Pro,19,2,2.807354922057604
Gemini 2.5 Pro,19,3,2.321928094887362
Gemini 2.5 Pro,19,4,2.0
Gemini 2.5 Pro,19,5,1.0
Gemini 2.5 Pro,19,6,0.0
Gemini 2.5 Pro,19,7,0.0
Gemini 2.5 Pro,19,8,0.0
Gemini 2.5 Pro,19,9,0.0
Gemini 2.5 Pro,19,10,0.0
Gemini 2.5 Pro,20,1,4.459431618637297
Gemini 2.5 Pro,20,2,3.0
Gemini 2.5 Pro,20,3,1.0
Gemini 2.5 Pro,20,4,0.0
Gemini 2.5 Pro,20,5,0.0
Gemini 2.5 Pro,20,6,0.0
Gemini 2.5 Pro,20,7,0.0
Gemini 2.5 Pro,20,8,0.0
Gemini 2.5 Pro,20,9,0.0
Gemini 2.5 Pro,20,10,0.0
Gemini 2.5 Pro,21,1,4.523561956057013
Gemini 2.5 Pro,21,2,3.169925001442312
Gemini 2.5 Pro,21,3,1.584962500721156
Gemini 2.5 Pro,21,4,1.0
Gemini 2.5 Pro,21,5,0.0
Gemini 2.5 Pro,21,6,0.0
Gemini 2.5 Pro,21,7,0.0
Gemini 2.5 Pro,21,8,0.0
Gemini 2.5 Pro,21,9,0.0
Gemini 2.5 Pro,21,10,0.0
Gemini 2.5 Pro,22,1,4.459431618637297
Gemini 2.5 Pro,22,2,3.169925001442312
Gemini 2.5 Pro,22,3,1.584962500721156
Gemini 2.5 Pro,22,4,1.0
Gemini 2.5 Pro,22,5,0.0
Gemini 2.5 Pro,22,6,0.0
Gemini 2.5 Pro,22,7,0.0
Gemini 2.5 Pro,22,8,0.0
Gemini 2.5 Pro,22,9,0.0
Gemini 2.5 Pro,22,10,0.0
Gemini 2.5 Pro,23,1,4.459431618637297
Gemini 2.5 Pro,23,2,3.321928094887362
Gemini 2.5 Pro,23,3,1.584962500721156
Gemini 2.5 Pro,23,4,1.0
Gemini 2.5 Pro,23,5,0.0
Gemini 2.5 Pro,23,6,0.0
Gemini 2.5 Pro,23,7,0.0
Gemini 2.5 Pro,23,8,0.0
Gemini 2.5 Pro,23,9,0.0
Gemini 2.5 Pro,23,10,0.0
Gemini 2.5 Pro,24,1,4.459431618637297
Gemini 2.5 Pro,24,2,3.169925001442312
Gemini 2.5 Pro,24,3,2.0
Gemini 2.5 Pro,24,4,1.584962500721156
Gemini 2.5 Pro,24,5,1.0
Gemini 2.5 Pro,24,6,0.0
Gemini 2.5 Pro,24,7,0.0
Gemini 2.5 Pro,24,8,0.0
Gemini 2.5 Pro,24,9,0.0
Gemini 2.5 Pro,24,10,0.0
Gemini 2.5 Pro,25,1,4.169925001442312
Gemini 2.5 Pro,25,2,2.584962500721156
Gemini 2.5 Pro,25,3,1.584962500721156
Gemini 2.5 Pro,25,4,1.0
Gemini 2.5 Pro,25,5,0.0
Gemini 2.5 Pro,25,6,0.0
Gemini 2.5 Pro,25,7,0.0
Gemini 2.5 Pro,25,8,0.0
Gemini 2.5 Pro,25,9,0.0
Gemini 2.5 Pro,25,10,0.0
Gemini 2.5 Pro,26,1,4.459431618637297
Gemini 2.5 Pro,26,2,3.169925001442312
Gemini 2.5 Pro,26,3,1.584962500721156
Gemini 2.5 Pro,26,4,1.0
Gemini 2.5 Pro,26,5,0.0
Gemini 2.5 Pro,26,6,0.0
Gemini 2.5 Pro,26,7,0.0
Gemini 2.5 Pro,26,8,0.0
Gemini 2.5 Pro,26,9,0.0
Gemini 2.5 Pro,26,10,0.0
Gemini 2.5 Pro,27,1,4.459431618637297
Gemini 2.5 Pro,27,2,3.169925001442312
Gemini 2.5 Pro,27,3,2.0
Gemini 2.5 Pro,27,4,1.584962500721156
Gemini 2.5 Pro,27,5,1.0
Gemini 2.5 Pro,27,6,0.0
Gemini 2.5 Pro,27,7,0.0
Gemini 2.5 Pro,27,8,0.0
Gemini 2.5 Pro,27,9,0.0
Gemini 2.5 Pro,27,10,0.0
Gemini 2.5 Pro,28,1,4.321928094887363
Gemini 2.5 Pro,28,2,3.169925001442312
Gemini 2.5 Pro,28,3,1.584962500721156
Gemini 2.5 Pro,28,4,1.0
Gemini 2.5 Pro,28,5,0.0
Gemini 2.5 Pro,28,6,0.0
Gemini 2.5 Pro,28,7,0.0
Gemini 2.5 Pro,28,8,0.0
Gemini 2.5 Pro,28,9,0.0
Gemini 2.5 Pro,28,10,0.0
Gemini 2.5 Pro,29,1,4.523561956057013
Gemini 2.5 Pro,29,2,2.807354922057604
Gemini 2.5 Pro,29,3,2.0
Gemini 2.5 Pro,29,4,1.584962500721156
Gemini 2.5 Pro,29,5,1.0
Gemini 2.5 Pro,29,6,0.0
Gemini 2.5 Pro,29,7,0.0
Gemini 2.5 Pro,29,8,0.0
Gemini 2.5 Pro,29,9,0.0
Gemini 2.5 Pro,29,10,0.0
Gemini 2.5 Pro,30,1,4.459431618637297
Gemini 2.5 Pro,30,2,3.169925001442312
Gemini 2.5 Pro,30,3,1.584962500721156
Gemini 2.5 Pro,30,4,1.0
Gemini 2.5 Pro,30,5,0.0
Gemini 2.5 Pro,30,6,0.0
Gemini 2.5 Pro,30,7,0.0
Gemini 2.5 Pro,30,8,0.0
Gemini 2.5 Pro,30,9,0.0
Gemini 2.5 Pro,30,10,0.0
Grok 4,1,1,4.392317422778761
Grok 4,1,2,3.0
Grok 4,1,3,2.321928094887362
Grok 4,1,4,1.584962500721156
Grok 4,1,5,1.0
Grok 4,1,6,0.0
Grok 4,1,7,0.0
Grok 4,1,8,0.0
Grok 4,1,9,0.0
Grok 4,1,10,0.0
Grok 4,2,1,4.459431618637297
Grok 4,2,2,3.169925001442312
Grok 4,2,3,2.0
Grok 4,2,4,1.584962500721156
Grok 4,2,5,1.0
Grok 4,2,6,0.0
Grok 4,2,7,0.0
Grok 4,2,8,0.0
Grok 4,2,9,0.0
Grok 4,2,10,0.0
Grok 4,3,1,4.523561956057013
Grok 4,3,2,3.169925001442312
Grok 4,3,3,2.321928094887362
Grok 4,3,4,1.584962500721156
Grok 4,3,5,1.0
Grok 4,3,6,0.0
Grok 4,3,7,0.0
Grok 4,3,8,0.0
Grok 4,3,9,0.0
Grok 4,3,10,0.0
Grok 4,4,1,4.523561956057013
Grok 4,4,2,3.584962500721156
Grok 4,4,3,2.0
Grok 4,4,4,1.584962500721156
Grok 4,4,5,1.0
Grok 4,4,6,0.0
Grok 4,4,7,0.0
Grok 4,4,8,0.0
Grok 4,4,9,0.0
Grok 4,4,10,0.0
Grok 4,5,1,4.523561956057013
Grok 4,5,2,2.584962500721156
Grok 4,5,3,2.0
Grok 4,5,4,1.584962500721156
Grok 4,5,5,1.0
Grok 4,5,6,0.0
Grok 4,5,7,0.0
Grok 4,5,8,0.0
Grok 4,5,9,0.0
Grok 4,5,10,0.0
Grok 4,6,1,4.523561956057013
Grok 4,6,2,3.584962500721156
Grok 4,6,3,1.584962500721156
Grok 4,6,4,1.0
Grok 4,6,5,0.0
Grok 4,6,6,0.0
Grok 4,6,7,0.0
Grok 4,6,8,0.0
Grok 4,6,9,0.0
Grok 4,6,10,0.0
Grok 4,7,1,4.321928094887363
Grok 4,7,2,3.0
Grok 4,7,3,2.321928094887362
Grok 4,7,4,2.0
Grok 4,7,5,1.0
Grok 4,7,6,0.0
Grok 4,7,7,0.0
Grok 4,7,8,0.0
Grok 4,7,9,0.0
Grok 4,7,10,0.0
Grok 4,8,1,4.459431618637297
Grok 4,8,2,3.321928094887362
Grok 4,8,3,2.321928094887362
Grok 4,8,4,1.584962500721156
Grok 4,8,5,1.0
Grok 4,8,6,0.0
Grok 4,8,7,0.0
Grok 4,8,8,0.0
Grok 4,8,9,0.0
Grok 4,8,10,0.0
Grok 4,9,1,4.523561956057013
Grok 4,9,2,3.0
Grok 4,9,3,2.321928094887362
Grok 4,9,4,1.584962500721156
Grok 4,9,5,1.0
Grok 4,9,6,0.0
Grok 4,9,7,0.0
Grok 4,9,8,0.0
Grok 4,9,9,0.0
Grok 4,9,10,0.0
Grok 4,10,1,4.523561956057013
Grok 4,10,2,3.169925001442312
Grok 4,10,3,2.0
Grok 4,10,4,1.584962500721156
Grok 4,10,5,1.0
Grok 4,10,6,0.0
Grok 4,10,7,0.0
Grok 4,10,8,0.0
Grok 4,10,9,0.0
Grok 4,10,10,0.0
Grok 4,11,1,4.392317422778761
Grok 4,11,2,3.321928094887362
Grok 4,11,3,2.321928094887362
Grok 4,11,4,1.584962500721156
Grok 4,11,5,1.0
Grok 4,11,6,0.0
Grok 4,11,7,0.0
Grok 4,11,8,0.0
Grok 4,11,9,0.0
Grok 4,11,10,0.0
Grok 4,12,1,4.459431618637297
Grok 4,12,2,3.0
Grok 4,12,3,2.321928094887362
Grok 4,12,4,2.0
Grok 4,12,5,0.0
Grok 4,12,6,0.0
Grok 4,12,7,0.0
Grok 4,12,8,0.0
Grok 4,12,9,0.0
Grok 4,12,10,0.0
Grok 4,13,1,4.392317422778761
Grok 4,13,2,3.321928094887362
Grok 4,13,3,2.0
Grok 4,13,4,1.584962500721156
Grok 4,13,5,1.0
Grok 4,13,6,0.0
Grok 4,13,7,0.0
Grok 4,13,8,0.0
Grok 4,13,9,0.0
Grok 4,13,10,0.0
Grok 4,14,1,4.321928094887363
Grok 4,14,2,3.0
Grok 4,14,3,2.0
Grok 4,14,4,1.584962500721156
Grok 4,14,5,1.0
Grok 4,14,6,0.0
Grok 4,14,7,0.0
Grok 4,14,8,0.0
Grok 4,14,9,0.0
Grok 4,14,10,0.0
Grok 4,15,1,4.392317422778761
Grok 4,15,2,3.169925001442312
Grok 4,15,3,2.0
Grok 4,15,4,1.584962500721156
Grok 4,15,5,1.0
Grok 4,15,6,0.0
Grok 4,15,7,0.0
Grok 4,15,8,0.0
Grok 4,15,9,0.0
Grok 4,15,10,0.0
Grok 4,16,1,4.584962500721156
Grok 4,16,2,3.4594316186372973
Grok 4,16,3,2.0
Grok 4,16,4,1.584962500721156
Grok 4,16,5,1.0
Grok 4,16,6,0.0
Grok 4,16,7,0.0
Grok 4,16,8,0.0
Grok 4,16,9,0.0
Grok 4,16,10,0.0
Grok 4,17,1,4.392317422778761
Grok 4,17,2,3.0
Grok 4,17,3,2.321928094887362
Grok 4,17,4,1.584962500721156
Grok 4,17,5,1.0
Grok 4,17,6,0.0
Grok 4,17,7,0.0
Grok 4,17,8,0.0
Grok 4,17,9,0.0
Grok 4,17,10,0.0
Grok 4,18,1,4.459431618637297
Grok 4,18,2,3.169925001442312
Grok 4,18,3,2.321928094887362
Grok 4,18,4,2.0
Grok 4,18,5,1.0
Grok 4,18,6,0.0
Grok 4,18,7,0.0
Grok 4,18,8,0.0
Grok 4,18,9,0.0
Grok 4,18,10,0.0
Grok 4,19,1,4.459431618637297
Grok 4,19,2,3.321928094887362
Grok 4,19,3,2.321928094887362
Grok 4,19,4,1.584962500721156
Grok 4,19,5,1.0
Grok 4,19,6,0.0
Grok 4,19,7,0.0
Grok 4,19,8,0.0
Grok 4,19,9,0.0
Grok 4,19,10,0.0
Grok 4,20,1,4.392317422778761
Grok 4,20,2,3.0
Grok 4,20,3,2.321928094887362
Grok 4,20,4,2.0
Grok 4,20,5,0.0
Grok 4,20,6,0.0
Grok 4,20,7,0.0
Grok 4,20,8,0.0
Grok 4,20,9,0.0
Grok 4,20,10,0.0
Grok 4,21,1,4.523561956057013
Grok 4,21,2,3.169925001442312
Grok 4,21,3,2.321928094887362
Grok 4,21,4,1.584962500721156
Grok 4,21,5,1.0
Grok 4,21,6,0.0
Grok 4,21,7,0.0
Grok 4,21,8,0.0
Grok 4,21,9,0.0
Grok 4,21,10,0.0
Grok 4,22,1,4.523561956057013
Grok 4,22,2,3.4594316186372973
Grok 4,22,3,2.321928094887362
Grok 4,22,4,1.584962500721156
Grok 4,22,5,1.0
Grok 4,22,6,0.0
Grok 4,22,7,0.0
Grok 4,22,8,0.0
Grok 4,22,9,0.0
Grok 4,22,10,0.0
Grok 4,23,1,4.392317422778761
Grok 4,23,2,3.169925001442312
Grok 4,23,3,2.321928094887362
Grok 4,23,4,2.0
Grok 4,23,5,1.0
Grok 4,23,6,0.0
Grok 4,23,7,0.0
Grok 4,23,8,0.0
Grok 4,23,9,0.0
Grok 4,23,10,0.0
Grok 4,24,1,4.392317422778761
Grok 4,24,2,3.584962500721156
Grok 4,24,3,2.321928094887362
Grok 4,24,4,2.0
Grok 4,24,5,1.584962500721156
Grok 4,24,6,1.0
Grok 4,24,7,0.0
Grok 4,24,8,0.0
Grok 4,24,9,0.0
Grok 4,24,10,0.0
Grok 4,25,1,4.584962500721156
Grok 4,25,2,3.321928094887362
Grok 4,25,3,2.321928094887362
Grok 4,25,4,2.0
Grok 4,25,5,1.0
Grok 4,25,6,0.0
Grok 4,25,7,0.0
Grok 4,25,8,0.0
Grok 4,25,9,0.0
Grok 4,25,10,0.0
Grok 4,26,1,4.392317422778761
Grok 4,26,2,3.321928094887362
Grok 4,26,3,2.321928094887362
Grok 4,26,4,2.0
Grok 4,26,5,1.0
Grok 4,26,6,0.0
Grok 4,26,7,0.0
Grok 4,26,8,0.0
Grok 4,26,9,0.0
Grok 4,26,10,0.0
Grok 4,27,1,4.321928094887363
Grok 4,27,2,2.807354922057604
Grok 4,27,3,2.321928094887362
Grok 4,27,4,1.584962500721156
Grok 4,27,5,1.0
Grok 4,27,6,0.0
Grok 4,27,7,0.0
Grok 4,27,8,0.0
Grok 4,27,9,0.0
Grok 4,27,10,0.0
Grok 4,28,1,4.584962500721156
Grok 4,28,2,3.321928094887362
Grok 4,28,3,2.321928094887362
Grok 4,28,4,1.584962500721156
Grok 4,28,5,1.0
Grok 4,28,6,0.0
Grok 4,28,7,0.0
Grok 4,28,8,0.0
Grok 4,28,9,0.0
Grok 4,28,10,0.0
Grok 4,29,1,4.392317422778761
Grok 4,29,2,3.169925001442312
Grok 4,29,3,2.321928094887362
Grok 4,29,4,1.584962500721156
Grok 4,29,5,1.0
Grok 4,29,6,0.0
Grok 4,29,7,0.0
Grok 4,29,8,0.0
Grok 4,29,9,0.0
Grok 4,29,10,0.0
Grok 4,30,1,4.321928094887363
Grok 4,30,2,3.321928094887362
Grok 4,30,3,2.321928094887362
Grok 4,30,4,1.584962500721156
Grok 4,30,5,1.0
Grok 4,30,6,0.0
Grok 4,30,7,0.0
Grok 4,30,8,0.0
Grok 4,30,9,0.0
Grok 4,30,10,0.0
Oracle (Optimal),1,1,4.459431618637297
Oracle (Optimal),1,2,2.0
Oracle (Optimal),1,3,1.584962500721156
Oracle (Optimal),1,4,0.0
Oracle (Optimal),1,5,0.0
Oracle (Optimal),1,6,0.0
Oracle (Optimal),1,7,0.0
Oracle (Optimal),1,8,0.0
Oracle (Optimal),1,9,0.0
Oracle (Optimal),1,10,0.0
Oracle (Optimal),2,1,4.321928094887363
Oracle (Optimal),2,2,2.0
Oracle (Optimal),2,3,1.584962500721156
Oracle (Optimal),2,4,0.0
Oracle (Optimal),2,5,0.0
Oracle (Optimal),2,6,0.0
Oracle (Optimal),2,7,0.0
Oracle (Optimal),2,8,0.0
Oracle (Optimal),2,9,0.0
Oracle (Optimal),2,10,0.0
Oracle (Optimal),3,1,4.321928094887363
Oracle (Optimal),3,2,1.584962500721156
Oracle (Optimal),3,3,1.584962500721156
Oracle (Optimal),3,4,0.0
Oracle (Optimal),3,5,0.0
Oracle (Optimal),3,6,0.0
Oracle (Optimal),3,7,0.0
Oracle (Optimal),3,8,0.0
Oracle (Optimal),3,9,0.0
Oracle (Optimal),3,10,0.0
Oracle (Optimal),4,1,4.392317422778761
Oracle (Optimal),4,2,2.0
Oracle (Optimal),4,3,1.584962500721156
Oracle (Optimal),4,4,0.0
Oracle (Optimal),4,5,0.0
Oracle (Optimal),4,6,0.0
Oracle (Optimal),4,7,0.0
Oracle (Optimal),4,8,0.0
Oracle (Optimal),4,9,0.0
Oracle (Optimal),4,10,0.0
Oracle (Optimal),5,1,4.392317422778761
Oracle (Optimal),5,2,2.321928094887362
Oracle (Optimal),5,3,1.584962500721156
Oracle (Optimal),5,4,0.0
Oracle (Optimal),5,5,0.0
Oracle (Optimal),5,6,0.0
Oracle (Optimal),5,7,0.0
Oracle (Optimal),5,8,0.0
Oracle (Optimal),5,9,0.0
Oracle (Optimal),5,10,0.0
Oracle (Optimal),6,1,4.169925001442312
Oracle (Optimal),6,2,2.584962500721156
Oracle (Optimal),6,3,1.584962500721156
Oracle (Optimal),6,4,0.0
Oracle (Optimal),6,5,0.0
Oracle (Optimal),6,6,0.0
Oracle (Optimal),6,7,0.0
Oracle (Optimal),6,8,0.0
Oracle (Optimal),6,9,0.0
Oracle (Optimal),6,10,0.0
Oracle (Optimal),7,1,4.321928094887363
Oracle (Optimal),7,2,1.584962500721156
Oracle (Optimal),7,3,1.584962500721156
Oracle (Optimal),7,4,0.0
Oracle (Optimal),7,5,0.0
Oracle (Optimal),7,6,0.0
Oracle (Optimal),7,7,0.0
Oracle (Optimal),7,8,0.0
Oracle (Optimal),7,9,0.0
Oracle (Optimal),7,10,0.0
Oracle (Optimal),8,1,4.321928094887363
Oracle (Optimal),8,2,2.321928094887362
Oracle (Optimal),8,3,1.584962500721156
Oracle (Optimal),8,4,0.0
Oracle (Optimal),8,5,0.0
Oracle (Optimal),8,6,0.0
Oracle (Optimal),8,7,0.0
Oracle (Optimal),8,8,0.0
Oracle (Optimal),8,9,0.0
Oracle (Optimal),8,10,0.0
Oracle (Optimal),9,1,4.321928094887363
Oracle (Optimal),9,2,1.584962500721156
Oracle (Optimal),9,3,1.584962500721156
Oracle (Optimal),9,4,0.0
Oracle (Optimal),9,5,0.0
Oracle (Optimal),9,6,0.0
Oracle (Optimal),9,7,0.0
Oracle (Optimal),9,8,0.0
Oracle (Optimal),9,9,0.0
Oracle (Optimal),9,10,0.0
Oracle (Optimal),10,1,4.087462841250339
Oracle (Optimal),10,2,2.584962500721156
Oracle (Optimal),10,3,1.584962500721156
Oracle (Optimal),10,4,0.0
Oracle (Optimal),10,5,0.0
Oracle (Optimal),10,6,0.0
Oracle (Optimal),10,7,0.0
Oracle (Optimal),10,8,0.0
Oracle (Optimal),10,9,0.0
Oracle (Optimal),10,10,0.0
Oracle (Optimal),11,1,4.247927513443585
Oracle (Optimal),11,2,2.584962500721156
Oracle (Optimal),11,3,0.0
Oracle (Optimal),11,4,0.0
Oracle (Optimal),11,5,0.0
Oracle (Optimal),11,6,0.0
Oracle (Optimal),11,7,0.0
Oracle (Optimal),11,8,0.0
Oracle (Optimal),11,9,0.0
Oracle (Optimal),11,10,0.0
Oracle (Optimal),12,1,4.392317422778761
Oracle (Optimal),12,2,1.584962500721156
Oracle (Optimal),12,3,0.0
Oracle (Optimal),12,4,0.0
Oracle (Optimal),12,5,0.0
Oracle (Optimal),12,6,0.0
Oracle (Optimal),12,7,0.0
Oracle (Optimal),12,8,0.0
Oracle (Optimal),12,9,0.0
Oracle (Optimal),12,10,0.0
Oracle (Optimal),13,1,4.247927513443585
Oracle (Optimal),13,2,2.807354922057604
Oracle (Optimal),13,3,0.0
Oracle (Optimal),13,4,0.0
Oracle (Optimal),13,5,0.0
Oracle (Optimal),13,6,0.0
Oracle (Optimal),13,7,0.0
Oracle (Optimal),13,8,0.0
Oracle (Optimal),13,9,0.0
Oracle (Optimal),13,10,0.0
Oracle (Optimal),14,1,4.321928094887363
Oracle (Optimal),14,2,2.584962500721156
Oracle (Optimal),14,3,0.0
Oracle (Optimal),14,4,0.0
Oracle (Optimal),14,5,0.0
Oracle (Optimal),14,6,0.0
Oracle (Optimal),14,7,0.0
Oracle (Optimal),14,8,0.0
Oracle (Optimal),14,9,0.0
Oracle (Optimal),14,10,0.0
Oracle (Optimal),15,1,4.392317422778761
Oracle (Optimal),15,2,2.0
Oracle (Optimal),15,3,0.0
Oracle (Optimal),15,4,0.0
Oracle (Optimal),15,5,0.0
Oracle (Optimal),15,6,0.0
Oracle (Optimal),15,7,0.0
Oracle (Optimal),15,8,0.0
Oracle (Optimal),15,9,0.0
Oracle (Optimal),15,10,0.0
Oracle (Optimal),16,1,4.169925001442312
Oracle (Optimal),16,2,2.321928094887362
Oracle (Optimal),16,3,1.0
Oracle (Optimal),16,4,0.0
Oracle (Optimal),16,5,0.0
Oracle (Optimal),16,6,0.0
Oracle (Optimal),16,7,0.0
Oracle (Optimal),16,8,0.0
Oracle (Optimal),16,9,0.0
Oracle (Optimal),16,10,0.0
Oracle (Optimal),17,1,4.321928094887363
Oracle (Optimal),17,2,2.0
Oracle (Optimal),17,3,1.0
Oracle (Optimal),17,4,0.0
Oracle (Optimal),17,5,0.0
Oracle (Optimal),17,6,0.0
Oracle (Optimal),17,7,0.0
Oracle (Optimal),17,8,0.0
Oracle (Optimal),17,9,0.0
Oracle (Optimal),17,10,0.0
Oracle (Optimal),18,1,4.321928094887363
Oracle (Optimal),18,2,2.321928094887362
Oracle (Optimal),18,3,1.0
Oracle (Optimal),18,4,0.0
Oracle (Optimal),18,5,0.0
Oracle (Optimal),18,6,0.0
Oracle (Optimal),18,7,0.0
Oracle (Optimal),18,8,0.0
Oracle (Optimal),18,9,0.0
Oracle (Optimal),18,10,0.0
Oracle (Optimal),19,1,4.321928094887363
Oracle (Optimal),19,2,2.321928094887362
Oracle (Optimal),19,3,1.0
Oracle (Optimal),19,4,0.0
Oracle (Optimal),19,5,0.0
Oracle (Optimal),19,6,0.0
Oracle (Optimal),19,7,0.0
Oracle (Optimal),19,8,0.0
Oracle (Optimal),19,9,0.0
Oracle (Optimal),19,10,0.0
Oracle (Optimal),20,1,4.392317422778761
Oracle (Optimal),20,2,2.321928094887362
Oracle (Optimal),20,3,1.0
Oracle (Optimal),20,4,0.0
Oracle (Optimal),20,5,0.0
Oracle (Optimal),20,6,0.0
Oracle (Optimal),20,7,0.0
Oracle (Optimal),20,8,0.0
Oracle (Optimal),20,9,0.0
Oracle (Optimal),20,10,0.0
Oracle (Optimal),21,1,4.321928094887363
Oracle (Optimal),21,2,1.584962500721156
Oracle (Optimal),21,3,1.0
Oracle (Optimal),21,4,0.0
Oracle (Optimal),21,5,0.0
Oracle (Optimal),21,6,0.0
Oracle (Optimal),21,7,0.0
Oracle (Optimal),21,8,0.0
Oracle (Optimal),21,9,0.0
Oracle (Optimal),21,10,0.0
Oracle (Optimal),22,1,4.459431618637297
Oracle (Optimal),22,2,2.321928094887362
Oracle (Optimal),22,3,1.0
Oracle (Optimal),22,4,0.0
Oracle (Optimal),22,5,0.0
Oracle (Optimal),22,6,0.0
Oracle (Optimal),22,7,0.0
Oracle (Optimal),22,8,0.0
Oracle (Optimal),22,9,0.0
Oracle (Optimal),22,10,0.0
Oracle (Optimal),23,1,4.247927513443585
Oracle (Optimal),23,2,2.0
Oracle (Optimal),23,3,1.0
Oracle (Optimal),23,4,0.0
Oracle (Optimal),23,5,0.0
Oracle (Optimal),23,6,0.0
Oracle (Optimal),23,7,0.0
Oracle (Optimal),23,8,0.0
Oracle (Optimal),23,9,0.0
Oracle (Optimal),23,10,0.0
Oracle (Optimal),24,1,4.247927513443585
Oracle (Optimal),24,2,2.807354922057604
Oracle (Optimal),24,3,1.0
Oracle (Optimal),24,4,0.0
Oracle (Optimal),24,5,0.0
Oracle (Optimal),24,6,0.0
Oracle (Optimal),24,7,0.0
Oracle (Optimal),24,8,0.0
Oracle (Optimal),24,9,0.0
Oracle (Optimal),24,10,0.0
Oracle (Optimal),25,1,4.321928094887363
Oracle (Optimal),25,2,2.807354922057604
Oracle (Optimal),25,3,1.0
Oracle (Optimal),25,4,0.0
Oracle (Optimal),25,5,0.0
Oracle (Optimal),25,6,0.0
Oracle (Optimal),25,7,0.0
Oracle (Optimal),25,8,0.0
Oracle (Optimal),25,9,0.0
Oracle (Optimal),25,10,0.0
Oracle (Optimal),26,1,4.321928094887363
Oracle (Optimal),26,2,2.321928094887362
Oracle (Optimal),26,3,1.0
Oracle (Optimal),26,4,0.0
Oracle (Optimal),26,5,0.0
Oracle (Optimal),26,6,0.0
Oracle (Optimal),26,7,0.0
Oracle (Optimal),26,8,0.0
Oracle (Optimal),26,9,0.0
Oracle (Optimal),26,10,0.0
Oracle (Optimal),27,1,4.321928094887363
Oracle (Optimal),27,2,1.584962500721156
Oracle (Optimal),27,3,1.0
Oracle (Optimal),27,4,0.0
Oracle (Optimal),27,5,0.0
Oracle (Optimal),27,6,0.0
Oracle (Optimal),27,7,0.0
Oracle (Optimal),27,8,0.0
Oracle (Optimal),27,9,0.0
Oracle (Optimal),27,10,0.0
Oracle (Optimal),28,1,4.392317422778761
Oracle (Optimal),28,2,2.321928094887362
Oracle (Optimal),28,3,1.0
Oracle (Optimal),28,4,0.0
Oracle (Optimal),28,5,0.0
Oracle (Optimal),28,6,0.0
Oracle (Optimal),28,7,0.0
Oracle (Optimal),28,8,0.0
Oracle (Optimal),28,9,0.0
Oracle (Optimal),28,10,0.0
Oracle (Optimal),29,1,4.321928094887363
Oracle (Optimal),29,2,2.0
Oracle (Optimal),29,3,1.0
Oracle (Optimal),29,4,0.0
Oracle (Optimal),29,5,0.0
Oracle (Optimal),29,6,0.0
Oracle (Optimal),29,7,0.0
Oracle (Optimal),29,8,0.0
Oracle (Optimal),29,9,0.0
Oracle (Optimal),29,10,0.0
Oracle (Optimal),30,1,4.459431618637297
Oracle (Optimal),30,2,2.807354922057604
