model,seed,step,entropy_bits
Claude Sonnet 4.5,8,9,0.0
Claude Sonnet 4.5,8,10,0.0
Claude Sonnet 4.5,9,1,8.228818690495881
Claude Sonnet 4.5,9,2,7.467605550082998
Claude Sonnet 4.5,9,3,6.672425341971495
Claude Sonnet 4.5,9,4,6.303780748177103
Claude Sonnet 4.5,9,5,5.392317422778761
Claude Sonnet 4.5,9,6,5.169925001442312
Claude Sonnet 4.5,9,7,3.700439718141092
Claude Sonnet 4.5,9,8,3.700439718141092
Claude Sonnet 4.5,9,9,0.0
Claude Sonnet 4.5,9,10,0.0
Claude Sonnet 4.5,10,1,8.228818690495881
Claude Sonnet 4.5,10,2,7.622051819456376
Claude Sonnet 4.5,10,3,7.129283016944966
Claude Sonnet 4.5,10,4,6.599912842187128
Claude Sonnet 4.5,10,5,5.554588851677638
Claude Sonnet 4.5,10,6,4.584962500721156
Claude Sonnet 4.5,10,7,4.523561956057013
Claude Sonnet 4.5,10,8,2.807354922057604
Claude Sonnet 4.5,10,9,0.0
Claude Sonnet 4.5,10,10,0.0
Claude Sonnet 4.5,11,1,8.228818690495881
Claude Sonnet 4.5,11,2,7.285402218862249
Claude Sonnet 4.5,11,3,6.3750394313469245
Claude Sonnet 4.5,11,4,6.3750394313469245
Claude Sonnet 4.5,11,5,5.426264754702098
Claude Sonnet 4.5,11,6,5.129283016944966
Claude Sonnet 4.5,11,7,4.857980995127572
Claude Sonnet 4.5,11,8,3.807354922057604
Claude Sonnet 4.5,11,9,0.0
Claude Sonnet 4.5,11,10,0.0
Claude Sonnet 4.5,12,1,8.228818690495881
Claude Sonnet 4.5,12,2,7.531381460516312
Claude Sonnet 4.5,12,3,6.523561956057013
Claude Sonnet 4.5,12,4,6.523561956057013
Claude Sonnet 4.5,12,5,5.700439718141092
Claude Sonnet 4.5,12,6,5.392317422778761
Claude Sonnet 4.5,12,7,4.857980995127572
Claude Sonnet 4.5,12,8,2.321928094887362
Claude Sonnet 4.5,12,9,0.0
Claude Sonnet 4.5,12,10,0.0
Claude Sonnet 4.5,13,1,8.228818690495881
Claude Sonnet 4.5,13,2,7.383704292474052
Claude Sonnet 4.5,13,3,6.475733430966398
Claude Sonnet 4.5,13,4,6.475733430966398
Claude Sonnet 4.5,13,5,5.700439718141092
Claude Sonnet 4.5,13,6,5.0
Claude Sonnet 4.5,13,7,4.169925001442312
Claude Sonnet 4.5,13,8,3.0
Claude Sonnet 4.5,13,9,0.0
Claude Sonnet 4.5,13,10,0.0
Claude Sonnet 4.5,14,1,8.228818690495881
Claude Sonnet 4.5,14,2,7.507794640198696
Claude Sonnet 4.5,14,3,6.820178962415188
Claude Sonnet 4.5,14,4,6.820178962415188
Claude Sonnet 4.5,14,5,6.266786540694901
Claude Sonnet 4.5,14,6,5.554588851677638
Claude Sonnet 4.5,14,7,4.0
Claude Sonnet 4.5,14,8,2.321928094887362
Claude Sonnet 4.5,14,9,0.0
Claude Sonnet 4.5,14,10,0.0
Claude Sonnet 4.5,15,1,8.228818690495881
Claude Sonnet 4.5,15,2,7.636624620543649
Claude Sonnet 4.5,15,3,6.569855608330948
Claude Sonnet 4.5,15,4,6.569855608330948
Claude Sonnet 4.5,15,5,5.832890014164741
Claude Sonnet 4.5,15,6,5.247927513443585
Claude Sonnet 4.5,15,7,4.169925001442312
Claude Sonnet 4.5,15,8,4.169925001442312
Claude Sonnet 4.5,15,9,0.0
Claude Sonnet 4.5,15,10,0.0
Claude Sonnet 4.5,16,1,8.228818690495881
Claude Sonnet 4.5,16,2,7.483815777264256
Claude Sonnet 4.5,16,3,6.658211482751795
Claude Sonnet 4.5,16,4,6.658211482751795
Claude Sonnet 4.5,16,5,5.857980995127572
Claude Sonnet 4.5,16,6,5.20945336562895
Claude Sonnet 4.5,16,7,4.523561956057013
Claude Sonnet 4.5,16,8,3.321928094887362
Claude Sonnet 4.5,16,9,0.0
Claude Sonnet 4.5,16,10,0.0
Claude Sonnet 4.5,17,1,8.228818690495881
Claude Sonnet 4.5,17,2,7.303780748177103
Claude Sonnet 4.5,17,3,7.2384047393250786
Claude Sonnet 4.5,17,4,6.807354922057604
Claude Sonnet 4.5,17,5,6.022367813028454
Claude Sonnet 4.5,17,6,4.807354922057604
Claude Sonnet 4.5,17,7,4.392317422778761
Claude Sonnet 4.5,17,8,3.4594316186372973
Claude Sonnet 4.5,17,9,0.0
Claude Sonnet 4.5,17,10,0.0
Claude Sonnet 4.5,18,1,8.228818690495881
Claude Sonnet 4.5,18,2,7.636624620543649
Claude Sonnet 4.5,18,3,6.672425341971495
Claude Sonnet 4.5,18,4,6.672425341971495
Claude Sonnet 4.5,18,5,6.066089190457772
Claude Sonnet 4.5,18,6,4.643856189774724
Claude Sonnet 4.5,18,7,3.584962500721156
Claude Sonnet 4.5,18,8,3.4594316186372973
Claude Sonnet 4.5,18,9,0.0
Claude Sonnet 4.5,18,10,0.0
Claude Sonnet 4.5,19,1,8.228818690495881
Claude Sonnet 4.5,19,2,7.672425341971495
Claude Sonnet 4.5,19,3,6.643856189774724
Claude Sonnet 4.5,19,4,6.189824558880018
Claude Sonnet 4.5,19,5,6.0
Claude Sonnet 4.5,19,6,5.0
Claude Sonnet 4.5,19,7,3.700439718141092
Claude Sonnet 4.5,19,8,3.321928094887362
Claude Sonnet 4.5,19,9,0.0
Claude Sonnet 4.5,19,10,0.0
Claude Sonnet 4.5,20,1,8.228818690495881
Claude Sonnet 4.5,20,2,7.584962500721156
Claude Sonnet 4.5,20,3,6.189824558880018
Claude Sonnet 4.5,20,4,6.189824558880018
Claude Sonnet 4.5,20,5,6.087462841250339
Claude Sonnet 4.5,20,6,5.357552004618084
Claude Sonnet 4.5,20,7,3.906890595608519
Claude Sonnet 4.5,20,8,3.700439718141092
Claude Sonnet 4.5,20,9,0.0
Claude Sonnet 4.5,20,10,0.0
Claude Sonnet 4.5,21,1,8.228818690495881
Claude Sonnet 4.5,21,2,7.614709844115208
Claude Sonnet 4.5,21,3,6.977279923499917
Claude Sonnet 4.5,21,4,6.977279923499917
Claude Sonnet 4.5,21,5,5.906890595608519
Claude Sonnet 4.5,21,6,4.523561956057013
Claude Sonnet 4.5,21,7,4.087462841250339
Claude Sonnet 4.5,21,8,3.4594316186372973
Claude Sonnet 4.5,21,9,0.0
Claude Sonnet 4.5,21,10,0.0
Claude Sonnet 4.5,22,1,8.228818690495881
Claude Sonnet 4.5,22,2,7.686500527183218
Claude Sonnet 4.5,22,3,6.523561956057013
Claude Sonnet 4.5,22,4,6.523561956057013
Claude Sonnet 4.5,22,5,5.754887502163468
Claude Sonnet 4.5,22,6,5.20945336562895
Claude Sonnet 4.5,22,7,4.700439718141092
Claude Sonnet 4.5,22,8,3.807354922057604
Claude Sonnet 4.5,22,9,0.0
Claude Sonnet 4.5,22,10,0.0
Claude Sonnet 4.5,23,1,8.228818690495881
Claude Sonnet 4.5,23,2,7.714245517666122
Claude Sonnet 4.5,23,3,7.400879436282184
Claude Sonnet 4.5,23,4,6.9886846867721655
Claude Sonnet 4.5,23,5,6.066089190457772
Claude Sonnet 4.5,23,6,5.044394119358453
Claude Sonnet 4.5,23,7,4.169925001442312
Claude Sonnet 4.5,23,8,3.700439718141092
Claude Sonnet 4.5,23,9,0.0
Claude Sonnet 4.5,23,10,0.0
Claude Sonnet 4.5,24,1,8.228818690495881
Claude Sonnet 4.5,24,2,7.467605550082998
Claude Sonnet 4.5,24,3,6.357552004618084
Claude Sonnet 4.5,24,4,6.357552004618084
Claude Sonnet 4.5,24,5,6.087462841250339
Claude Sonnet 4.5,24,6,4.392317422778761
Claude Sonnet 4.5,24,7,3.807354922057604
Claude Sonnet 4.5,24,8,3.584962500721156
Claude Sonnet 4.5,24,9,0.0
Claude Sonnet 4.5,24,10,0.0
Claude Sonnet 4.5,25,1,8.228818690495881
Claude Sonnet 4.5,25,2,7.636624620543649
Claude Sonnet 4.5,25,3,6.9886846867721655
Claude Sonnet 4.5,25,4,6.523561956057013
Claude Sonnet 4.5,25,5,6.189824558880018
Claude Sonnet 4.5,25,6,4.584962500721156
Claude Sonnet 4.5,25,7,4.584962500721156
Claude Sonnet 4.5,25,8,3.807354922057604
Claude Sonnet 4.5,25,9,0.0
Claude Sonnet 4.5,25,10,0.0
Claude Sonnet 4.5,26,1,8.228818690495881
Claude Sonnet 4.5,26,2,7.679480099505446
Claude Sonnet 4.5,26,3,6.266786540694901
Claude Sonnet 4.5,26,4,6.266786540694901
Claude Sonnet 4.5,26,5,5.523561956057013
Claude Sonnet 4.5,26,6,4.643856189774724
Claude Sonnet 4.5,26,7,3.700439718141092
Claude Sonnet 4.5,26,8,3.584962500721156
Claude Sonnet 4.5,26,9,0.0
Claude Sonnet 4.5,26,10,0.0
Claude Sonnet 4.5,27,1,8.228818690495881
Claude Sonnet 4.5,27,2,7.686500527183218
Claude Sonnet 4.5,27,3,6.870364719583405
Claude Sonnet 4.5,27,4,6.672425341971495
Claude Sonnet 4.5,27,5,6.066089190457772
Claude Sonnet 4.5,27,6,5.285402218862249
Claude Sonnet 4.5,27,7,4.754887502163468
Claude Sonnet 4.5,27,8,4.169925001442312
Claude Sonnet 4.5,27,9,0.0
Claude Sonnet 4.5,27,10,0.0
Claude Sonnet 4.5,28,1,8.228818690495881
Claude Sonnet 4.5,28,2,7.434628227636725
Claude Sonnet 4.5,28,3,6.870364719583405
Claude Sonnet 4.5,28,4,6.870364719583405
Claude Sonnet 4.5,28,5,6.303780748177103
Claude Sonnet 4.5,28,6,4.754887502163468
Claude Sonnet 4.5,28,7,3.807354922057604
Claude Sonnet 4.5,28,8,3.700439718141092
Claude Sonnet 4.5,28,9,0.0
Claude Sonnet 4.5,28,10,0.0
Claude Sonnet 4.5,29,1,8.228818690495881
Claude Sonnet 4.5,29,2,7.531381460516312
Claude Sonnet 4.5,29,3,6.768184324776926
Claude Sonnet 4.5,29,4,6.768184324776926
Claude Sonnet 4.5,29,5,6.285402218862249
Claude Sonnet 4.5,29,6,5.20945336562895
Claude Sonnet 4.5,29,7,4.700439718141092
Claude Sonnet 4.5,29,8,3.584962500721156
Claude Sonnet 4.5,29,9,0.0
Claude Sonnet 4.5,29,10,0.0
Claude Sonnet 4.5,30,1,8.228818690495881
Claude Sonnet 4.5,30,2,7.679480099505446
Claude Sonnet 4.5,30,3,6.930737337562887
Claude Sonnet 4.5,30,4,6.807354922057604
Claude Sonnet 4.5,30,5,5.930737337562887
Claude Sonnet 4.5,30,6,5.643856189774724
Claude Sonnet 4.5,30,7,4.392317422778761
Claude Sonnet 4.5,30,8,3.700439718141092
Claude Sonnet 4.5,30,9,0.0
Claude Sonnet 4.5,30,10,0.0
Grok 4,1,1,8.228818690495881
Grok 4,1,2,7.554588851677638
Grok 4,1,3,7.129283016944966
Grok 4,1,4,6.894817763307944
Grok 4,1,5,6.392317422778761
Grok 4,1,6,5.129283016944966
Grok 4,1,7,5.044394119358453
Grok 4,1,8,5.044394119358453
Grok 4,1,9,2.584962500721156
Grok 4,1,10,0.0
Grok 4,2,1,8.228818690495881
Grok 4,2,2,7.686500527183218
Grok 4,2,3,7.011227255423254
Grok 4,2,4,7.011227255423254
Grok 4,2,5,6.392317422778761
Grok 4,2,6,6.22881869049588
Grok 4,2,7,5.727920454563199
Grok 4,2,8,4.0
Grok 4,2,9,3.0
Grok 4,2,10,0.0
Grok 4,3,1,8.228818690495881
Grok 4,3,2,7.562242424221073
Grok 4,3,3,7.20945336562895
Grok 4,3,4,6.569855608330948
Grok 4,3,5,6.475733430966398
Grok 4,3,6,6.189824558880018
Grok 4,3,7,5.727920454563199
Grok 4,3,8,3.700439718141092
Grok 4,3,9,3.700439718141092
Grok 4,3,10,0.0
Grok 4,4,1,8.228818690495881
Grok 4,4,2,7.727920454563199
Grok 4,4,3,7.098032082960526
Grok 4,4,4,7.022367813028454
Grok 4,4,5,6.584962500721156
Grok 4,4,6,6.149747119504682
Grok 4,4,7,5.906890595608519
Grok 4,4,8,4.0
Grok 4,4,9,2.321928094887362
Grok 4,4,10,0.0
Grok 4,5,1,8.228818690495881
Grok 4,5,2,7.665335917185176
Grok 4,5,3,7.400879436282184
Grok 4,5,4,6.6865005271832185
Grok 4,5,5,6.539158811108031
Grok 4,5,6,6.022367813028454
Grok 4,5,7,5.727920454563199
Grok 4,5,8,4.392317422778761
Grok 4,5,9,3.4594316186372973
Grok 4,5,10,0.0
Grok 4,6,1,8.228818690495881
Grok 4,6,2,7.658211482751795
Grok 4,6,3,7.159871336778389
Grok 4,6,4,6.94251450533924
Grok 4,6,5,5.954196310386875
Grok 4,6,6,5.754887502163468
Grok 4,6,7,5.169925001442312
Grok 4,6,8,4.857980995127572
Grok 4,6,9,4.247927513443585
Grok 4,6,10,0.0
Grok 4,7,1,8.228818690495881
Grok 4,7,2,7.78135971352466
Grok 4,7,3,7.3750394313469245
Grok 4,7,4,6.554588851677638
Grok 4,7,5,6.507794640198696
Grok 4,7,6,5.426264754702098
Grok 4,7,7,5.20945336562895
Grok 4,7,8,4.087462841250339
Grok 4,7,9,3.906890595608519
Grok 4,7,10,0.0
Grok 4,8,1,8.228818690495881
Grok 4,8,2,7.409390936137702
Grok 4,8,3,7.357552004618084
Grok 4,8,4,7.219168520462161
Grok 4,8,5,6.426264754702098
Grok 4,8,6,5.727920454563199
Grok 4,8,7,5.727920454563199
Grok 4,8,8,4.087462841250339
Grok 4,8,9,4.0
Grok 4,8,10,0.0
Grok 4,9,1,8.228818690495881
Grok 4,9,2,7.539158811108031
Grok 4,9,3,7.357552004618084
Grok 4,9,4,6.894817763307944
Grok 4,9,5,6.523561956057013
Grok 4,9,6,5.727920454563199
Grok 4,9,7,5.727920454563199
Grok 4,9,8,5.044394119358453
Grok 4,9,9,4.321928094887363
Grok 4,9,10,0.0
Grok 4,10,1,8.228818690495881
Grok 4,10,2,7.546894459887636
Grok 4,10,3,7.417852514885898
Grok 4,10,4,6.977279923499917
Grok 4,10,5,6.321928094887363
Grok 4,10,6,5.523561956057013
Grok 4,10,7,4.754887502163468
Grok 4,10,8,4.754887502163468
Grok 4,10,9,3.321928094887362
Grok 4,10,10,0.0
Grok 4,11,1,8.228818690495881
Grok 4,11,2,7.392317422778761
Grok 4,11,3,7.392317422778761
Grok 4,11,4,7.129283016944966
Grok 4,11,5,6.714245517666122
Grok 4,11,6,5.807354922057604
Grok 4,11,7,5.700439718141092
Grok 4,11,8,5.044394119358453
Grok 4,11,9,4.321928094887363
Grok 4,11,10,0.0
Grok 4,12,1,8.228818690495881
Grok 4,12,2,7.400879436282184
Grok 4,12,3,7.066089190457772
Grok 4,12,4,6.845490050944375
Grok 4,12,5,6.507794640198696
Grok 4,12,6,6.247927513443585
Grok 4,12,7,5.044394119358453
Grok 4,12,8,4.087462841250339
Grok 4,12,9,3.807354922057604
Grok 4,12,10,0.0
Grok 4,13,1,8.228818690495881
Grok 4,13,2,7.651051691178929
Grok 4,13,3,7.357552004618084
Grok 4,13,4,6.832890014164741
Grok 4,13,5,6.643856189774724
Grok 4,13,6,6.247927513443585
Grok 4,13,7,5.426264754702098
Grok 4,13,8,4.459431618637297
Grok 4,13,9,3.0
Grok 4,13,10,0.0
Grok 4,14,1,8.228818690495881
Grok 4,14,2,7.451211111832329
Grok 4,14,3,7.392317422778761
Grok 4,14,4,6.658211482751795
Grok 4,14,5,6.189824558880018
Grok 4,14,6,6.189824558880018
Grok 4,14,7,5.491853096329675
Grok 4,14,8,4.087462841250339
Grok 4,14,9,3.584962500721156
Grok 4,14,10,0.0
Grok 4,15,1,8.228818690495881
Grok 4,15,2,7.499845887083206
Grok 4,15,3,7.366322214245816
Grok 4,15,4,6.857980995127572
Grok 4,15,5,6.044394119358453
Grok 4,15,6,5.643856189774724
Grok 4,15,7,5.491853096329675
Grok 4,15,8,4.807354922057604
Grok 4,15,9,2.321928094887362
Grok 4,15,10,0.0
Grok 4,16,1,8.228818690495881
Grok 4,16,2,7.515699838284043
Grok 4,16,3,7.515699838284043
Grok 4,16,4,7.108524456778169
Grok 4,16,5,6.409390936137702
Grok 4,16,6,5.930737337562887
Grok 4,16,7,4.807354922057604
Grok 4,16,8,4.392317422778761
Grok 4,16,9,4.247927513443585
Grok 4,16,10,0.0
Grok 4,17,1,8.228818690495881
Grok 4,17,2,7.714245517666122
Grok 4,17,3,7.108524456778169
Grok 4,17,4,7.108524456778169
Grok 4,17,5,6.247927513443585
Grok 4,17,6,5.882643049361842
Grok 4,17,7,5.78135971352466
Grok 4,17,8,5.044394119358453
Grok 4,17,9,4.247927513443585
Grok 4,17,10,0.0
Grok 4,18,1,8.228818690495881
Grok 4,18,2,7.562242424221073
Grok 4,18,3,7.159871336778389
Grok 4,18,4,6.6293566200796095
Grok 4,18,5,6.409390936137702
Grok 4,18,6,6.189824558880018
Grok 4,18,7,5.426264754702098
Grok 4,18,8,3.700439718141092
Grok 4,18,9,3.584962500721156
Grok 4,18,10,0.0
Grok 4,19,1,8.228818690495881
Grok 4,19,2,7.366322214245816
Grok 4,19,3,7.169925001442312
Grok 4,19,4,7.108524456778169
Grok 4,19,5,6.523561956057013
Grok 4,19,6,5.977279923499917
Grok 4,19,7,5.754887502163468
Grok 4,19,8,4.523561956057013
Grok 4,19,9,4.321928094887363
Grok 4,19,10,0.0
Grok 4,20,1,8.228818690495881
Grok 4,20,2,7.383704292474052
Grok 4,20,3,7.169925001442312
Grok 4,20,4,6.643856189774724
Grok 4,20,5,6.643856189774724
Grok 4,20,6,6.321928094887363
Grok 4,20,7,5.129283016944966
Grok 4,20,8,3.321928094887362
Grok 4,20,9,3.321928094887362
Grok 4,20,10,0.0
Grok 4,21,1,8.228818690495881
Grok 4,21,2,7.78135971352466
Grok 4,21,3,7.330916878114617
Grok 4,21,4,7.149747119504682
Grok 4,21,5,6.247927513443585
Grok 4,21,6,5.459431618637297
Grok 4,21,7,5.426264754702098
Grok 4,21,8,4.807354922057604
Grok 4,21,9,2.321928094887362
Grok 4,21,10,0.0
Grok 4,22,1,8.228818690495881
Grok 4,22,2,7.409390936137702
Grok 4,22,3,7.098032082960526
Grok 4,22,4,6.930737337562887
Grok 4,22,5,6.044394119358453
Grok 4,22,6,6.044394119358453
Grok 4,22,7,5.832890014164741
Grok 4,22,8,4.807354922057604
Grok 4,22,9,3.0
Grok 4,22,10,0.0
Grok 4,23,1,8.228818690495881
Grok 4,23,2,7.721099188707185
Grok 4,23,3,7.219168520462161
Grok 4,23,4,7.139551352398794
Grok 4,23,5,6.741466986401147
Grok 4,23,6,6.321928094887363
Grok 4,23,7,5.643856189774724
Grok 4,23,8,5.044394119358453
Grok 4,23,9,4.169925001442312
Grok 4,23,10,0.0
Grok 4,24,1,8.228818690495881
Grok 4,24,2,7.643856189774724
Grok 4,24,3,7.507794640198696
Grok 4,24,4,7.087462841250339
Grok 4,24,5,6.491853096329675
Grok 4,24,6,5.129283016944966
Grok 4,24,7,5.129283016944966
Grok 4,24,8,3.700439718141092
Grok 4,24,9,3.0
Grok 4,24,10,0.0
Grok 4,25,1,8.228818690495881
Grok 4,25,2,7.679480099505446
Grok 4,25,3,7.066089190457772
Grok 4,25,4,6.658211482751795
Grok 4,25,5,6.459431618637297
Grok 4,25,6,5.700439718141092
Grok 4,25,7,4.754887502163468
Grok 4,25,8,4.247927513443585
Grok 4,25,9,3.584962500721156
Grok 4,25,10,0.0
Grok 4,26,1,8.228818690495881
Grok 4,26,2,7.700439718141092
Grok 4,26,3,7.357552004618084
Grok 4,26,4,7.22881869049588
Grok 4,26,5,6.459431618637297
Grok 4,26,6,5.672425341971495
Grok 4,26,7,5.459431618637297
Grok 4,26,8,4.807354922057604
Grok 4,26,9,3.0
Grok 4,26,10,0.0
Grok 4,27,1,8.228818690495881
Grok 4,27,2,7.539158811108031
Grok 4,27,3,7.257387842692652
Grok 4,27,4,7.098032082960526
Grok 4,27,5,6.459431618637297
Grok 4,27,6,6.20945336562895
Grok 4,27,7,5.044394119358453
Grok 4,27,8,3.906890595608519
Grok 4,27,9,3.906890595608519
Grok 4,27,10,0.0
Grok 4,28,1,8.228818690495881
Grok 4,28,2,7.539158811108031
Grok 4,28,3,7.189824558880018
Grok 4,28,4,7.189824558880018
Grok 4,28,5,6.569855608330948
Grok 4,28,6,5.727920454563199
Grok 4,28,7,5.392317422778761
Grok 4,28,8,3.321928094887362
Grok 4,28,9,3.321928094887362
Grok 4,28,10,0.0
Grok 4,29,1,8.228818690495881
Grok 4,29,2,7.672425341971495
Grok 4,29,3,7.044394119358453
Grok 4,29,4,6.672425341971495
Grok 4,29,5,5.930737337562887
Grok 4,29,6,5.459431618637297
Grok 4,29,7,4.321928094887363
Grok 4,29,8,4.321928094887363
Grok 4,29,9,3.584962500721156
Grok 4,29,10,0.0
Grok 4,30,1,8.228818690495881
Grok 4,30,2,7.507794640198696
Grok 4,30,3,7.276124405274237
Grok 4,30,4,6.870364719583405
Grok 4,30,5,6.285402218862249
Grok 4,30,6,5.247927513443585
Grok 4,30,7,4.954196310386875
Grok 4,30,8,4.584962500721156
Grok 4,30,9,2.321928094887362
Grok 4,30,10,0.0
Oracle (Optimal),1,1,8.228818690495881
Oracle (Optimal),1,2,6.599912842187128
Oracle (Optimal),1,3,5.087462841250339
Oracle (Optimal),1,4,2.0
Oracle (Optimal),1,5,1.584962500721156
Oracle (Optimal),1,6,0.0
Oracle (Optimal),1,7,0.0
Oracle (Optimal),1,8,0.0
Oracle (Optimal),1,9,0.0
Oracle (Optimal),1,10,0.0
Oracle (Optimal),2,1,8.228818690495881
Oracle (Optimal),2,2,6.643856189774724
Oracle (Optimal),2,3,4.700439718141092
Oracle (Optimal),2,4,3.321928094887362
Oracle (Optimal),2,5,1.584962500721156
Oracle (Optimal),2,6,0.0
Oracle (Optimal),2,7,0.0
Oracle (Optimal),2,8,0.0
Oracle (Optimal),2,9,0.0
Oracle (Optimal),2,10,0.0
Oracle (Optimal),3,1,8.228818690495881
Oracle (Optimal),3,2,6.569855608330948
Oracle (Optimal),3,3,4.754887502163468
Oracle (Optimal),3,4,2.584962500721156
Oracle (Optimal),3,5,2.0
Oracle (Optimal),3,6,0.0
Oracle (Optimal),3,7,0.0
Oracle (Optimal),3,8,0.0
Oracle (Optimal),3,9,0.0
Oracle (Optimal),3,10,0.0
Oracle (Optimal),4,1,8.228818690495881
Oracle (Optimal),4,2,6.643856189774724
Oracle (Optimal),4,3,4.584962500721156
Oracle (Optimal),4,4,2.321928094887362
Oracle (Optimal),4,5,2.0
Oracle (Optimal),4,6,0.0
Oracle (Optimal),4,7,0.0
Oracle (Optimal),4,8,0.0
Oracle (Optimal),4,9,0.0
Oracle (Optimal),4,10,0.0
Oracle (Optimal),5,1,8.228818690495881
Oracle (Optimal),5,2,6.658211482751795
Oracle (Optimal),5,3,4.700439718141092
Oracle (Optimal),5,4,3.584962500721156
Oracle (Optimal),5,5,1.0
Oracle (Optimal),5,6,0.0
Oracle (Optimal),5,7,0.0
Oracle (Optimal),5,8,0.0
Oracle (Optimal),5,9,0.0
Oracle (Optimal),5,10,0.0
Oracle (Optimal),6,1,8.228818690495881
Oracle (Optimal),6,2,6.475733430966398
Oracle (Optimal),6,3,4.459431618637297
Oracle (Optimal),6,4,3.584962500721156
Oracle (Optimal),6,5,1.584962500721156
Oracle (Optimal),6,6,0.0
Oracle (Optimal),6,7,0.0
Oracle (Optimal),6,8,0.0
Oracle (Optimal),6,9,0.0
Oracle (Optimal),6,10,0.0
Oracle (Optimal),7,1,8.228818690495881
Oracle (Optimal),7,2,6.658211482751795
Oracle (Optimal),7,3,4.643856189774724
Oracle (Optimal),7,4,2.0
Oracle (Optimal),7,5,2.0
Oracle (Optimal),7,6,0.0
Oracle (Optimal),7,7,0.0
Oracle (Optimal),7,8,0.0
Oracle (Optimal),7,9,0.0
Oracle (Optimal),7,10,0.0
Oracle (Optimal),8,1,8.228818690495881
Oracle (Optimal),8,2,6.129283016944966
Oracle (Optimal),8,3,4.459431618637297
Oracle (Optimal),8,4,3.584962500721156
Oracle (Optimal),8,5,2.0
Oracle (Optimal),8,6,0.0
Oracle (Optimal),8,7,0.0
Oracle (Optimal),8,8,0.0
Oracle (Optimal),8,9,0.0
Oracle (Optimal),8,10,0.0
Oracle (Optimal),9,1,8.228818690495881
Oracle (Optimal),9,2,6.507794640198696
Oracle (Optimal),9,3,4.906890595608519
Oracle (Optimal),9,4,2.807354922057604
Oracle (Optimal),9,5,2.0
Oracle (Optimal),9,6,0.0
Oracle (Optimal),9,7,0.0
Oracle (Optimal),9,8,0.0
Oracle (Optimal),9,9,0.0
Oracle (Optimal),9,10,0.0
Oracle (Optimal),10,1,8.228818690495881
Oracle (Optimal),10,2,6.768184324776926
Oracle (Optimal),10,3,4.392317422778761
Oracle (Optimal),10,4,2.584962500721156
Oracle (Optimal),10,5,1.584962500721156
Oracle (Optimal),10,6,0.0
Oracle (Optimal),10,7,0.0
Oracle (Optimal),10,8,0.0
Oracle (Optimal),10,9,0.0
Oracle (Optimal),10,10,0.0
Oracle (Optimal),11,1,8.228818690495881
Oracle (Optimal),11,2,6.672425341971495
Oracle (Optimal),11,3,4.807354922057604
Oracle (Optimal),11,4,2.0
Oracle (Optimal),11,5,1.0
Oracle (Optimal),11,6,0.0
Oracle (Optimal),11,7,0.0
Oracle (Optimal),11,8,0.0
Oracle (Optimal),11,9,0.0
Oracle (Optimal),11,10,0.0
Oracle (Optimal),12,1,8.228818690495881
Oracle (Optimal),12,2,6.658211482751795
Oracle (Optimal),12,3,5.129283016944966
Oracle (Optimal),12,4,2.321928094887362
Oracle (Optimal),12,5,1.584962500721156
Oracle (Optimal),12,6,0.0
Oracle (Optimal),12,7,0.0
Oracle (Optimal),12,8,0.0
Oracle (Optimal),12,9,0.0
Oracle (Optimal),12,10,0.0
Oracle (Optimal),13,1,8.228818690495881
Oracle (Optimal),13,2,6.539158811108031
Oracle (Optimal),13,3,5.087462841250339
Oracle (Optimal),13,4,2.0
Oracle (Optimal),13,5,2.0
Oracle (Optimal),13,6,0.0
Oracle (Optimal),13,7,0.0
Oracle (Optimal),13,8,0.0
Oracle (Optimal),13,9,0.0
Oracle (Optimal),13,10,0.0
Oracle (Optimal),14,1,8.228818690495881
Oracle (Optimal),14,2,6.20945336562895
Oracle (Optimal),14,3,4.700439718141092
Oracle (Optimal),14,4,3.169925001442312
Oracle (Optimal),14,5,2.0
Oracle (Optimal),14,6,0.0
Oracle (Optimal),14,7,0.0
Oracle (Optimal),14,8,0.0
Oracle (Optimal),14,9,0.0
Oracle (Optimal),14,10,0.0
Oracle (Optimal),15,1,8.228818690495881
Oracle (Optimal),15,2,6.285402218862249
Oracle (Optimal),15,3,4.087462841250339
Oracle (Optimal),15,4,3.4594316186372973
Oracle (Optimal),15,5,2.0
Oracle (Optimal),15,6,0.0
Oracle (Optimal),15,7,0.0
Oracle (Optimal),15,8,0.0
Oracle (Optimal),15,9,0.0
Oracle (Optimal),15,10,0.0
Oracle (Optimal),16,1,8.228818690495881
Oracle (Optimal),16,2,6.357552004618084
Oracle (Optimal),16,3,4.584962500721156
Oracle (Optimal),16,4,3.0
Oracle (Optimal),16,5,1.584962500721156
Oracle (Optimal),16,6,0.0
Oracle (Optimal),16,7,0.0
Oracle (Optimal),16,8,0.0
Oracle (Optimal),16,9,0.0
Oracle (Optimal),16,10,0.0
Oracle (Optimal),17,1,8.228818690495881
Oracle (Optimal),17,2,6.3750394313469245
Oracle (Optimal),17,3,4.392317422778761
Oracle (Optimal),17,4,2.0
Oracle (Optimal),17,5,2.0
Oracle (Optimal),17,6,0.0
Oracle (Optimal),17,7,0.0
Oracle (Optimal),17,8,0.0
Oracle (Optimal),17,9,0.0
Oracle (Optimal),17,10,0.0
Oracle (Optimal),18,1,8.228818690495881
Oracle (Optimal),18,2,6.20945336562895
